user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
MAG045	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	GCF_002933775.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002933775	77.69	0.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	Placement	taxonomic classification fully defined by topology	GCF_002265625.1, s__Prevotella sp002265625, 95.0, 77.53, 0.09; GCF_001275135.1, s__Prevotella sp001275135, 95.0, 77.42, 0.12; GCF_900079775.1, s__Prevotella lascolaii, 95.0, 77.36, 0.1; GCF_002251435.1, s__Prevotella sp002251435, 95.0, 77.29, 0.1; GCA_002353295.1, s__Prevotella sp002353295, 95.0, 77.14, 0.06; GCF_900100635.1, s__Prevotella sp900100635, 95.0, 77.12, 0.07; GCA_000433175.1, s__Prevotella sp000433175, 95.0, 77.1, 0.13; GCA_900314995.1, s__Prevotella sp900314995, 95.0, 77.07, 0.07; GCA_002314055.1, s__Prevotella sp002314055, 95.0, 77.07, 0.09; GCF_900109055.1, s__Prevotella sp900109055, 95.0, 77.04, 0.07; GCA_002342665.1, s__Prevotella sp002342665, 95.0, 77.04, 0.11; GCA_002353225.1, s__Prevotella sp002353225, 95.0, 77.04, 0.07; GCA_002353485.1, s__Prevotella sp002353485, 95.0, 77.03, 0.1; GCF_002251295.1, s__Prevotella sp002251295, 95.0, 77.03, 0.07; GCF_900115435.1, s__Prevotella sp900115435, 95.0, 77.01, 0.06; GCA_002394385.1, s__Prevotella sp002394385, 95.0, 76.99, 0.12; GCA_900314935.1, s__Prevotella sp900314935, 95.0, 76.99, 0.07; GCF_900119285.1, s__Prevotella sp900119285, 95.0, 76.97, 0.07; GCF_900142525.1, s__Prevotella ruminicola_A, 95.0, 76.96, 0.07; GCF_000025925.1, s__Prevotella ruminicola, 95.0, 76.96, 0.06; GCA_002351725.1, s__Prevotella sp002351725, 95.0, 76.91, 0.08; GCA_000436695.1, s__Prevotella sp000436695, 95.0, 76.91, 0.1; GCA_002353205.1, s__Prevotella sp002353205, 95.0, 76.9, 0.11; GCA_900316475.1, s__Prevotella sp900316475, 95.0, 76.9, 0.09; GCF_900110895.1, s__Prevotella sp900110895, 95.0, 76.89, 0.08; GCA_002379425.1, s__Prevotella sp002379425, 95.0, 76.86, 0.1; GCF_000687715.1, s__Prevotella ruminicola_B, 95.0, 76.84, 0.07; GCF_000621725.1, s__Prevotella brevis, 95.0, 76.84, 0.08; GCF_900107775.1, s__Prevotella ruminicola_C, 95.0, 76.84, 0.07; GCA_900316985.1, s__Prevotella sp900316985, 95.0, 76.84, 0.09; GCF_000834015.1, s__Prevotella sp000834015, 95.0, 76.83, 0.11; GCF_000702825.1, s__Prevotella sp000702825, 95.0, 76.82, 0.08; GCF_900107705.1, s__Prevotella sp900107705, 95.0, 76.82, 0.08; GCF_900199555.1, s__Prevotella sp900199555, 95.0, 76.81, 0.08; GCF_002251245.1, s__Prevotella sp002251245, 95.0, 76.81, 0.13; GCF_900110085.1, s__Prevotella sp900110085, 95.0, 76.79, 0.08; GCA_900319715.1, s__Prevotella sp900319715, 95.0, 76.78, 0.08; GCA_900315775.1, s__Prevotella sp900315775, 95.0, 76.78, 0.09; GCA_900321425.1, s__Prevotella sp900321425, 95.0, 76.74, 0.08; GCA_002393725.1, s__Prevotella sp002393725, 95.0, 76.74, 0.07; GCA_900315565.1, s__Prevotella sp900315565, 95.0, 76.74, 0.11; GCA_002369515.1, s__Prevotella sp002369515, 95.0, 76.73, 0.12; GCA_900318395.1, s__Prevotella sp900318395, 95.0, 76.72, 0.07; GCA_002354095.1, s__Prevotella sp002354095, 95.0, 76.71, 0.08; GCA_002305505.1, s__Prevotella sp002305505, 95.0, 76.71, 0.14; GCA_002342415.1, s__Prevotella sp002342415, 95.0, 76.7, 0.09; GCA_900316285.1, s__Prevotella sp900316285, 95.0, 76.69, 0.09; GCA_900314755.1, s__Prevotella sp900314755, 95.0, 76.67, 0.07; GCA_900318815.1, s__Prevotella sp900318815, 95.0, 76.66, 0.1; GCF_000619825.1, s__Prevotella sp000619825, 95.0, 76.66, 0.09; GCA_002363695.1, s__Prevotella sp002363695, 95.0, 76.62, 0.13; GCA_900316645.1, s__Prevotella sp900316645, 95.0, 76.62, 0.08; GCA_002298545.1, s__Prevotella sp002298545, 95.0, 76.6, 0.07; GCA_002350805.1, s__Prevotella sp002350805, 95.0, 76.58, 0.11; GCA_002353525.1, s__Prevotella sp002353525, 95.0, 76.58, 0.1; GCA_002449845.1, s__Prevotella sp002449845, 95.0, 76.57, 0.05; GCA_900320445.1, s__Prevotella sp900320445, 95.0, 76.55, 0.09; GCA_900318625.1, s__Prevotella sp900318625, 95.0, 76.55, 0.12; GCA_900318555.1, s__Prevotella sp900318555, 95.0, 76.53, 0.06; GCA_900315095.1, s__Prevotella sp900315095, 95.0, 76.5, 0.09; GCF_000185145.2, s__Prevotella oralis, 95.0, 76.5, 0.07; GCA_900316295.1, s__Prevotella sp900316295, 95.0, 76.49, 0.08; GCA_900314715.1, s__Prevotella sp900314715, 95.0, 76.49, 0.05; GCA_900314655.1, s__Prevotella sp900314655, 95.0, 76.49, 0.09; GCA_900317405.1, s__Prevotella sp900317405, 95.0, 76.49, 0.09; GCA_900315545.1, s__Prevotella sp900315545, 95.0, 76.48, 0.09; GCA_900322175.1, s__Prevotella sp900322175, 95.0, 76.47, 0.07; GCA_900316265.1, s__Prevotella sp900316265, 95.0, 76.42, 0.08; GCA_900318795.1, s__Prevotella sp900318795, 95.0, 76.42, 0.09; GCA_000436595.1, s__Prevotella sp000436595, 95.0, 76.39, 0.09; GCA_900315525.1, s__Prevotella sp900315525, 95.0, 76.35, 0.07; GCA_900318685.1, s__Prevotella sp900318685, 95.0, 76.34, 0.08; GCA_900313235.1, s__Prevotella sp900313235, 95.0, 76.33, 0.09; GCA_900315695.1, s__Prevotella sp900315695, 95.0, 76.33, 0.05; GCA_900314985.1, s__Prevotella sp900314985, 95.0, 76.32, 0.09; GCA_900318885.1, s__Prevotella sp900318885, 95.0, 76.32, 0.06; GCA_900320905.1, s__Prevotella sp900320905, 95.0, 76.3, 0.06; GCA_002372235.1, s__Prevotella sp002372235, 95.0, 76.3, 0.09; GCA_900320045.1, s__Prevotella sp900320045, 95.0, 76.28, 0.11; GCA_900316445.1, s__Prevotella sp900316445, 95.0, 76.26, 0.08; GCA_900315765.1, s__Prevotella sp900315765, 95.0, 76.25, 0.06; GCA_002353555.1, s__Prevotella sp002353555, 95.0, 76.21, 0.09; GCA_900319305.1, s__Prevotella sp900319305, 95.0, 76.18, 0.05; GCA_900321965.1, s__Prevotella sp900321965, 95.0, 76.18, 0.09; GCA_002371715.1, s__Prevotella sp002371715, 95.0, 76.17, 0.08; GCA_002392835.1, s__Prevotella sp002392835, 95.0, 76.13, 0.08; GCA_002395135.1, s__Prevotella sp002395135, 95.0, 76.1, 0.08; GCA_900320255.1, s__Prevotella sp900320255, 95.0, 76.07, 0.08; GCA_002361655.1, s__Prevotella sp002361655, 95.0, 76.02, 0.1; GCA_900315035.1, s__Prevotella sp900315035, 95.0, 75.89, 0.07; GCA_002393705.1, s__Prevotella sp002393705, 95.0, 75.84, 0.05; GCA_002371695.1, s__Prevotella sp002371695, 95.0, 75.71, 0.05; GCA_900318585.1, s__Prevotella sp900318585, 95.0, 75.63, 0.07	96.96	11	0.972038818842	N/A
MAG058	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	Placement	taxonomic classification fully defined by topology	GCF_000614165.1, s__Bacteroides stercorirosoris, 95.0, 81.6, 0.54; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 80.76, 0.52; GCA_000613385.1, s__Bacteroides acidifaciens, 95.0, 80.16, 0.23; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 79.93, 0.31; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 79.89, 0.45; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 79.88, 0.48; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 79.77, 0.45; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 79.73, 0.21; GCA_000437135.1, s__Bacteroides intestinalis_A, 95.0, 79.4, 0.34; GCA_000614125.1, s__Bacteroides rodentium, 95.0, 79.17, 0.33; GCF_000154205.1, s__Bacteroides uniformis, 95.0, 79.13, 0.33; GCF_000156195.1, s__Bacteroides finegoldii, 95.0, 79.02, 0.2; GCF_900129655.1, s__Bacteroides clarus, 95.0, 78.77, 0.28; GCF_900128475.1, s__Bacteroides massiliensis, 95.0, 78.76, 0.27; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 78.71, 0.32; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 78.69, 0.28; GCF_900241005.1, s__Bacteroides cutis, 95.0, 78.66, 0.24; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 78.63, 0.3; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 78.58, 0.29; GCA_003545565.1, s__Bacteroides sp003545565, 95.0, 78.57, 0.26; GCA_002491635.1, s__Bacteroides sp002491635, 95.0, 78.57, 0.32; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 78.51, 0.26; GCF_000614145.1, s__Bacteroides faecichinchillae, 95.0, 78.5, 0.13; GCF_002998535.1, s__Bacteroides heparinolyticus, 95.0, 78.4, 0.28; GCF_900130135.1, s__Bacteroides togonis, 95.0, 78.4, 0.24; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 78.28, 0.28; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 78.27, 0.22; GCA_900066265.1, s__Bacteroides sp900066265, 95.0, 78.26, 0.17; GCF_002849695.1, s__Bacteroides fragilis_A, 95.0, 78.23, 0.17; GCF_000381365.1, s__Bacteroides salyersiae, 95.0, 78.22, 0.2; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 78.21, 0.26; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 78.17, 0.2; GCF_002222615.2, s__Bacteroides caccae, 95.0, 78.15, 0.17; GCF_000613465.1, s__Bacteroides nordii, 95.0, 78.15, 0.17; GCF_900155865.1, s__Bacteroides bouchesdurhonensis, 95.0, 78.05, 0.13; GCA_000210075.1, s__Bacteroides xylanisolvens, 95.0, 78.0, 0.19; GCF_900106755.1, s__Bacteroides faecis, 95.0, 77.98, 0.2; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 77.98, 0.17; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 77.91, 0.18; GCF_000428105.1, s__Bacteroides pyogenes, 95.0, 77.9, 0.14; GCF_000511775.1, s__Bacteroides pyogenes_A, 95.0, 77.7, 0.15; GCF_900128905.1, s__Bacteroides luti, 95.0, 77.67, 0.06; GCF_000517545.1, s__Bacteroides reticulotermitis, 95.0, 77.64, 0.13; GCF_000499785.1, s__Bacteroides neonati, 95.0, 77.47, 0.14; GCA_002471195.1, s__Bacteroides sp002471195, 95.0, 77.46, 0.06; GCA_002471185.1, s__Bacteroides sp002471185, 95.0, 77.34, 0.09; GCF_900104585.1, s__Bacteroides ihuae, 95.0, 77.34, 0.09; GCF_002160055.1, s__Bacteroides sp002160055, 95.0, 77.28, 0.16; GCA_002307035.1, s__Bacteroides sp002307035, 95.0, 77.14, 0.08; GCF_000428125.1, s__Bacteroides graminisolvens, 95.0, 76.94, 0.09	96.87	11	0.962082075756	N/A
MAG085	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	N/A	N/A	N/A	N/A	N/A	GCA_002493945.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp002493945	78.06	0.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	Placement	taxonomic classification fully defined by topology	GCA_001689415.1, s__CAG-873 sp001689415, 95.0, 77.84, 0.18; GCA_001689665.1, s__CAG-873 sp001689665, 95.0, 77.24, 0.13; GCA_002491245.1, s__CAG-873 sp002491245, 95.0, 77.23, 0.14; GCA_002490635.1, s__CAG-873 sp002490635, 95.0, 77.03, 0.15; GCA_002633115.1, s__CAG-873 sp002633115, 95.0, 76.88, 0.09; GCA_002478045.1, s__CAG-873 sp002478045, 95.0, 76.82, 0.08; GCA_001701165.1, s__CAG-873 sp001701165, 95.0, 76.24, 0.06	96.63	11	0.979411228011	N/A
MAG028	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	N/A	N/A	N/A	N/A	N/A	GCA_002493945.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp002493945	78.37	0.33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	Placement	taxonomic classification fully defined by topology	GCA_001689415.1, s__CAG-873 sp001689415, 95.0, 77.54, 0.2; GCA_002490635.1, s__CAG-873 sp002490635, 95.0, 77.31, 0.21; GCA_002491245.1, s__CAG-873 sp002491245, 95.0, 77.08, 0.17; GCA_001689665.1, s__CAG-873 sp001689665, 95.0, 76.86, 0.17; GCA_002478045.1, s__CAG-873 sp002478045, 95.0, 76.63, 0.08; GCA_002633115.1, s__CAG-873 sp002633115, 95.0, 76.59, 0.1; GCA_001701165.1, s__CAG-873 sp001701165, 95.0, 76.4, 0.07	82.96	11	0.977240548804	N/A
MAG018	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	Placement	taxonomic classification fully defined by topology	GCA_001689415.1, s__CAG-873 sp001689415, 95.0, 78.07, 0.17; GCA_002493945.1, s__CAG-873 sp002493945, 95.0, 77.84, 0.25; GCA_002490635.1, s__CAG-873 sp002490635, 95.0, 77.81, 0.24; GCA_002491245.1, s__CAG-873 sp002491245, 95.0, 77.25, 0.16; GCA_001689665.1, s__CAG-873 sp001689665, 95.0, 77.17, 0.15; GCA_002478045.1, s__CAG-873 sp002478045, 95.0, 76.94, 0.09; GCA_001701165.1, s__CAG-873 sp001701165, 95.0, 76.64, 0.07; GCA_002633115.1, s__CAG-873 sp002633115, 95.0, 76.55, 0.11	95.83	11	0.965360226363	N/A
MAG108	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	Placement	taxonomic classification fully defined by topology	GCA_001689415.1, s__CAG-873 sp001689415, 95.0, 77.45, 0.11; GCA_002493945.1, s__CAG-873 sp002493945, 95.0, 77.31, 0.18; GCA_001689665.1, s__CAG-873 sp001689665, 95.0, 77.2, 0.11; GCA_002491245.1, s__CAG-873 sp002491245, 95.0, 77.12, 0.12; GCA_001701165.1, s__CAG-873 sp001701165, 95.0, 76.8, 0.07; GCA_002478045.1, s__CAG-873 sp002478045, 95.0, 76.79, 0.1; GCA_002490635.1, s__CAG-873 sp002490635, 95.0, 76.71, 0.16; GCA_002633115.1, s__CAG-873 sp002633115, 95.0, 76.37, 0.08	97.62	11	0.952581225367	N/A
MAG086	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	67.1	11	0.92863435076	N/A
MAG034	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA3263;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	95.36	11	0.93547468734	N/A
MAG063	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	N/A	N/A	N/A	N/A	N/A	GCA_001689485.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485	78.97	0.27	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	Placement	taxonomic classification fully defined by topology	GCA_002491305.1, s__UBA7173 sp002491305, 95.0, 77.45, 0.15; GCA_001701135.1, s__UBA7173 sp001701135, 95.0, 77.07, 0.15; GCA_001689685.1, s__UBA7173 sp001689685, 95.0, 76.73, 0.15	96.63	11	0.972550002004	N/A
MAG101	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.01	11	0.910778487066	N/A
MAG016	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	Placement	taxonomic classification fully defined by topology	GCF_000243215.1, s__Odoribacter laneus, 95.0, 77.76, 0.17; GCF_900091655.1, s__Odoribacter massiliensis, 95.0, 77.56, 0.22; GCF_000190535.1, s__Odoribacter splanchnicus, 95.0, 77.52, 0.14; GCA_002293375.1, s__Odoribacter sp002293375, 95.0, 76.88, 0.07	96.07	11	0.944783615685	N/A
MAG030	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_000190535.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	78.75	0.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	Placement	taxonomic classification fully defined by topology	GCF_900091655.1, s__Odoribacter massiliensis, 95.0, 77.29, 0.2; GCF_000243215.1, s__Odoribacter laneus, 95.0, 77.01, 0.16	96.98	11	0.963927749036	N/A
MAG066	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCA_002358415.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002358415	78.21	0.34	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	Placement	taxonomic classification fully defined by topology	GCF_000312145.1, s__Alistipes senegalensis, 95.0, 79.53, 0.48; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 78.98, 0.45; GCF_000210575.1, s__Alistipes shahii, 95.0, 78.92, 0.45; GCF_900107675.1, s__Alistipes timonensis, 95.0, 78.86, 0.44; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 78.81, 0.39; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 78.76, 0.42; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 78.7, 0.43; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 78.66, 0.44; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 78.56, 0.42; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 78.49, 0.38; GCF_002159375.1, s__Alistipes sp002159375, 95.0, 78.45, 0.4; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 78.3, 0.39; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 78.21, 0.35; GCF_000311925.1, s__Alistipes obesi, 95.0, 77.97, 0.34; GCF_000154465.1, s__Alistipes putredinis, 95.0, 77.38, 0.24; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 76.91, 0.18; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.19, 0.08	96.37	11	0.979291049602	N/A
MAG072	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCA_002428825.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002428825	84.75	0.69	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	Placement	taxonomic classification fully defined by topology	GCA_002358415.1, s__Alistipes sp002358415, 95.0, 82.17, 0.57; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 81.88, 0.64; GCF_000210575.1, s__Alistipes shahii, 95.0, 81.68, 0.63; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 81.6, 0.64; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 81.45, 0.55; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 81.37, 0.57; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 81.12, 0.58; GCF_900107675.1, s__Alistipes timonensis, 95.0, 81.07, 0.58; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.95, 0.59; GCF_002159375.1, s__Alistipes sp002159375, 95.0, 80.91, 0.55; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 80.78, 0.59; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 80.68, 0.54; GCF_000311925.1, s__Alistipes obesi, 95.0, 80.37, 0.48; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 80.29, 0.52; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.63, 0.36; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 78.08, 0.3	95.48	11	0.986130351107	N/A
MAG115	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCF_900021155.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900021155	81.58	0.67	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	Placement	taxonomic classification fully defined by topology	GCA_002358415.1, s__Alistipes sp002358415, 95.0, 81.97, 0.6; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 81.02, 0.63; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 80.96, 0.64; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 80.93, 0.6; GCF_000210575.1, s__Alistipes shahii, 95.0, 80.71, 0.66; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 80.53, 0.66; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 80.41, 0.6; GCF_900107675.1, s__Alistipes timonensis, 95.0, 80.24, 0.62; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 80.18, 0.6; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.13, 0.67; GCF_002159375.1, s__Alistipes sp002159375, 95.0, 80.04, 0.6; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 80.0, 0.62; GCF_000311925.1, s__Alistipes obesi, 95.0, 79.78, 0.53; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 79.74, 0.53; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.65, 0.4; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 78.11, 0.35; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.29, 0.13	91.65	11	0.966545308153	N/A
MAG073	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCF_000311925.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	79.36	0.44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	Placement	taxonomic classification fully defined by topology	GCA_002358415.1, s__Alistipes sp002358415, 95.0, 81.35, 0.52; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 80.57, 0.54; GCF_000210575.1, s__Alistipes shahii, 95.0, 80.24, 0.54; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 80.21, 0.5; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 80.17, 0.54; GCF_002159375.1, s__Alistipes sp002159375, 95.0, 79.99, 0.56; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 79.94, 0.53; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 79.91, 0.52; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 79.73, 0.46; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 79.69, 0.52; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 79.68, 0.47; GCF_900107675.1, s__Alistipes timonensis, 95.0, 79.66, 0.48; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 79.47, 0.48; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 79.05, 0.42; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.81, 0.33; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 78.28, 0.29; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.59, 0.14	91.03	11	0.952877638115	N/A
